income,age,loan_amount,employment_years,credit_score,existing_debt,num_credit_lines,num_delinquencies_2yr,loan_term_months,interest_rate,home_ownership,loan_purpose,employment_type,default
25976.43,22,13938.01,1.8,791.0,23668.74,8,0,60,16.68,RENT,small_business,salaried,0
35943.95,27,500.0,4.8,537.0,18228.28,16,0,36,24.63,RENT,small_business,salaried,0
113688.34,21,7408.17,4.9,784.0,1362.91,14,0,12,13.63,OTHER,major_purchase,salaried,0
75026.66,34,13755.16,2.4,547.0,26581.54,9,0,12,20.88,RENT,medical,self_employed,0
74425.06,25,37739.32,8.8,645.0,32953.95,14,1,12,19.75,MORTGAGE,credit_card,self_employed,0
53254.5,52,50177.23,6.8,685.0,17011.29,4,0,60,16.99,OWN,medical,salaried,0
41590.08,67,20306.59,5.3,657.0,24375.49,14,0,48,13.08,MORTGAGE,debt_consolidation,self_employed,0
69050.2,48,15354.33,5.9,712.0,11950.71,14,0,48,11.81,MORTGAGE,major_purchase,self_employed,0
76351.16,29,10206.38,9.9,573.0,43322.79,7,2,84,19.95,MORTGAGE,debt_consolidation,self_employed,1
24337.55,59,28919.28,5.4,763.0,5317.25,8,1,36,9.97,MORTGAGE,small_business,salaried,0
66669.96,30,12602.32,4.1,759.0,3428.57,19,0,12,8.22,RENT,small_business,salaried,0
50967.73,68,10167.91,8.1,667.0,34068.9,17,2,12,9.85,RENT,debt_consolidation,self_employed,0
102078.41,30,10346.72,5.2,712.0,29082.27,16,0,12,13.02,RENT,medical,salaried,0
80873.43,60,17307.33,6.2,697.0,4213.18,12,2,84,22.4,MORTGAGE,major_purchase,salaried,0
76431.12,66,40194.5,4.5,632.0,689.43,11,0,36,25.67,MORTGAGE,medical,salaried,0
12000.0,63,24077.9,9.0,643.0,19549.18,2,0,36,21.33,MORTGAGE,credit_card,salaried,1
80517.13,23,23028.84,6.9,598.0,2713.37,3,0,84,11.75,OWN,debt_consolidation,self_employed,0
32011.99,43,27049.47,4.2,523.0,5786.22,0,0,84,16.82,OTHER,medical,salaried,1
76821.88,63,500.0,2.4,600.0,18327.74,11,0,12,20.08,OWN,medical,salaried,0
12000.0,57,34030.25,5.5,607.0,6264.75,5,0,36,17.88,OTHER,major_purchase,salaried,1
47827.9,54,31511.0,2.4,792.0,10859.71,18,0,36,14.03,MORTGAGE,debt_consolidation,salaried,0
139128.92,47,10768.44,10.8,592.0,13590.55,5,0,84,18.43,OTHER,credit_card,salaried,0
103437.59,28,8369.17,1.6,846.0,25621.69,12,1,48,11.29,RENT,debt_consolidation,retired,0
88123.82,54,32827.03,2.3,555.0,15847.11,10,0,12,17.9,OWN,small_business,self_employed,0
75371.59,39,1060.08,6.1,760.0,15358.67,19,1,36,13.15,MORTGAGE,small_business,salaried,0
43799.73,65,8037.68,1.6,612.0,2593.98,5,0,48,15.54,RENT,home_improvement,salaried,0
110635.32,37,11403.78,2.7,669.0,2855.17,2,0,36,12.96,MORTGAGE,small_business,self_employed,0
79343.95,69,34789.07,5.2,822.0,0.0,16,0,84,18.54,MORTGAGE,small_business,salaried,0
66899.5,28,500.0,6.4,640.0,26389.93,2,0,84,13.54,RENT,credit_card,unemployed,0
107639.08,36,18670.62,11.1,644.0,12645.68,12,1,84,11.97,OWN,debt_consolidation,salaried,0
85288.29,40,500.0,5.5,809.0,17145.31,15,1,60,12.27,RENT,home_improvement,salaried,0
111664.78,29,37468.48,3.8,737.0,21323.15,5,0,48,17.63,RENT,debt_consolidation,salaried,0
44719.79,59,20156.65,3.0,699.0,10894.64,10,0,36,15.11,OWN,debt_consolidation,salaried,0
59658.95,47,34110.39,4.9,694.0,44125.33,12,0,36,22.42,MORTGAGE,debt_consolidation,salaried,0
47799.98,23,4548.84,1.1,623.0,16406.93,13,0,24,23.45,MORTGAGE,debt_consolidation,salaried,1
59805.01,49,22029.54,11.1,784.0,10090.94,16,1,24,4.98,OWN,debt_consolidation,salaried,0
77138.4,42,11167.01,2.7,749.0,20963.85,14,0,12,12.59,OWN,medical,salaried,0
90682.97,48,13312.9,4.1,599.0,0.0,8,2,12,15.36,RENT,home_improvement,salaried,0
51782.76,30,22435.68,5.1,672.0,24079.89,10,0,36,25.84,OWN,medical,salaried,0
88856.69,33,45813.12,4.2,696.0,18271.42,6,0,36,27.85,OWN,medical,salaried,0
90461.29,37,25422.24,6.2,607.0,37500.01,5,0,24,21.5,MORTGAGE,major_purchase,salaried,0
68671.96,63,38286.34,7.8,615.0,11120.45,0,1,24,23.77,MORTGAGE,car,salaried,1
115542.12,34,16067.95,8.2,689.0,0.0,10,0,12,16.69,RENT,medical,salaried,0
122189.79,42,2580.13,10.4,760.0,33604.12,6,0,12,19.13,OWN,credit_card,salaried,0
42240.03,53,33339.02,2.3,672.0,10790.97,5,0,48,16.64,RENT,debt_consolidation,salaried,0
42375.27,46,4560.55,1.5,682.0,14307.58,10,0,12,13.86,RENT,major_purchase,self_employed,0
57540.27,54,21951.86,14.4,644.0,28475.69,14,1,36,21.34,RENT,debt_consolidation,salaried,1
89699.54,46,12661.5,11.6,777.0,29775.27,6,1,24,11.82,RENT,debt_consolidation,self_employed,0
51476.2,58,1749.26,1.5,763.0,24761.53,8,1,84,20.79,MORTGAGE,credit_card,salaried,0
90628.65,28,2191.17,2.1,683.0,4708.72,10,0,36,10.82,MORTGAGE,debt_consolidation,unemployed,0
104611.96,27,21860.78,6.8,668.0,28520.82,4,1,36,13.1,RENT,home_improvement,salaried,1
78572.36,48,9653.57,9.0,669.0,0.0,14,2,24,15.68,RENT,debt_consolidation,salaried,0
127216.81,45,16291.39,14.9,746.0,19577.72,2,1,60,27.7,MORTGAGE,medical,salaried,0
14415.17,27,37359.32,4.8,624.0,23322.54,4,0,84,18.93,RENT,major_purchase,self_employed,1
98308.9,54,39287.43,3.8,751.0,4803.03,14,0,12,12.08,RENT,debt_consolidation,salaried,0
106302.76,24,23414.59,3.9,555.0,23996.01,16,0,84,17.68,MORTGAGE,debt_consolidation,retired,0
67104.49,37,39684.71,6.5,576.0,27974.87,1,1,24,16.44,OWN,credit_card,salaried,1
101541.33,30,32906.64,5.8,637.0,15863.42,17,0,60,26.69,OWN,car,salaried,0
85801.32,46,22102.66,6.4,625.0,16784.14,16,1,60,17.44,MORTGAGE,credit_card,salaried,1
20576.53,52,24147.52,9.2,673.0,6847.05,1,0,60,22.6,MORTGAGE,credit_card,salaried,0
90873.08,26,52693.33,5.0,783.0,20686.44,12,1,84,13.74,MORTGAGE,debt_consolidation,salaried,0
46155.56,50,9137.2,2.5,602.0,13955.49,10,0,60,20.03,MORTGAGE,debt_consolidation,salaried,0
56728.14,25,500.0,9.4,816.0,19481.54,8,0,36,20.03,RENT,debt_consolidation,salaried,0
26208.46,45,12668.23,7.4,640.0,21111.69,17,1,24,16.88,RENT,other,self_employed,0
56683.42,29,23170.76,2.4,637.0,6826.41,0,0,84,17.41,RENT,credit_card,retired,0
108286.35,40,7796.5,3.9,726.0,19917.35,19,0,48,24.52,OWN,medical,unemployed,0
79596.15,34,3381.28,9.3,648.0,0.0,9,0,12,22.95,MORTGAGE,debt_consolidation,self_employed,0
79641.7,51,7331.32,11.3,566.0,9122.9,13,0,60,17.82,RENT,debt_consolidation,salaried,0
76791.1,57,43152.68,2.3,691.0,45936.12,9,3,36,17.86,MORTGAGE,debt_consolidation,self_employed,1
65452.92,35,22107.55,10.6,587.0,17836.47,12,1,36,17.52,RENT,car,salaried,0
102624.2,45,500.0,7.8,655.0,5202.35,0,0,48,20.77,OWN,car,salaried,0
24183.77,58,8936.34,3.1,681.0,6378.66,5,0,60,10.89,RENT,home_improvement,salaried,0
61180.2,32,19030.04,1.2,538.0,25715.65,5,0,60,18.65,RENT,debt_consolidation,salaried,0
19833.5,34,14782.57,2.9,672.0,7459.88,13,1,24,13.19,OTHER,credit_card,salaried,0
100490.77,61,2844.04,6.6,561.0,20125.57,6,0,24,16.24,MORTGAGE,medical,unemployed,0
64826.39,31,3699.41,6.0,732.0,8877.39,0,1,84,12.09,OTHER,home_improvement,self_employed,0
14589.63,28,500.0,3.6,839.0,14431.2,3,0,48,12.95,RENT,debt_consolidation,salaried,0
41760.82,45,26759.51,2.8,664.0,18876.64,18,0,12,11.91,RENT,credit_card,salaried,0
33080.52,67,1162.9,1.8,,13026.28,12,0,60,16.69,MORTGAGE,credit_card,unemployed,0
45304.99,47,22510.17,14.7,757.0,23144.73,12,0,36,16.62,MORTGAGE,debt_consolidation,salaried,0
70879.46,49,10038.17,4.6,665.0,6129.65,2,0,12,17.44,MORTGAGE,debt_consolidation,salaried,0
31572.3,66,500.0,17.5,670.0,0.0,6,1,24,9.84,RENT,debt_consolidation,salaried,0
83806.63,28,14153.85,2.9,767.0,15365.72,6,0,12,14.26,MORTGAGE,medical,salaried,0
29410.05,45,21475.63,10.6,814.0,25924.48,8,0,60,17.68,MORTGAGE,small_business,self_employed,0
86564.2,28,49376.66,4.1,,37910.26,8,1,24,22.96,MORTGAGE,medical,retired,1
,39,9529.17,5.7,563.0,21653.98,13,0,84,14.03,MORTGAGE,debt_consolidation,self_employed,0
67613.2,32,500.0,11.1,628.0,11524.74,15,0,48,16.89,OWN,home_improvement,salaried,0
41773.04,26,20329.41,1.3,608.0,21569.51,3,0,48,20.4,RENT,home_improvement,salaried,0
86790.89,47,6271.26,8.2,631.0,29762.55,12,1,60,22.19,OTHER,credit_card,salaried,0
86569.91,42,39361.82,0.9,671.0,21221.0,11,0,48,26.19,MORTGAGE,debt_consolidation,self_employed,0
40743.75,58,22579.23,3.0,848.0,32534.46,14,0,24,17.54,RENT,major_purchase,salaried,0
33806.87,25,500.0,3.4,633.0,19855.28,13,1,84,17.28,RENT,debt_consolidation,self_employed,0
32871.49,24,8393.17,20.9,713.0,11032.94,17,0,60,10.73,OTHER,major_purchase,salaried,0
99973.64,51,11713.87,1.9,774.0,21737.38,7,1,60,8.67,MORTGAGE,debt_consolidation,retired,0
108550.01,42,42606.06,0.9,574.0,19744.66,7,0,36,16.94,MORTGAGE,debt_consolidation,salaried,0
54828.4,42,9721.21,6.0,607.0,0.0,6,0,24,22.12,OWN,small_business,salaried,0
76837.13,57,43889.72,5.4,695.0,6591.63,6,1,36,8.26,OWN,debt_consolidation,self_employed,0
93021.51,47,16667.58,4.5,740.0,4896.49,14,0,48,11.2,OWN,credit_card,salaried,0
137297.24,54,41736.23,1.3,616.0,0.0,13,1,48,24.32,RENT,small_business,self_employed,0
87672.24,36,53375.88,19.0,648.0,5488.43,11,0,84,15.93,RENT,medical,salaried,0
94938.4,38,500.0,6.8,584.0,15561.19,11,1,12,19.65,OTHER,debt_consolidation,self_employed,0
47674.55,57,60746.15,2.6,671.0,14294.46,11,0,84,16.25,MORTGAGE,home_improvement,salaried,1
112725.52,59,33787.13,4.5,687.0,7588.32,11,0,48,11.29,MORTGAGE,car,salaried,0
60767.97,61,15389.12,6.6,756.0,10930.55,5,0,24,15.61,MORTGAGE,debt_consolidation,salaried,0
83253.02,40,33114.53,9.8,762.0,20752.33,15,0,24,15.28,RENT,debt_consolidation,salaried,0
67029.01,36,40376.78,9.4,597.0,11661.32,16,1,36,20.97,MORTGAGE,home_improvement,salaried,0
51706.86,41,25148.84,6.1,627.0,13426.8,11,0,48,11.41,RENT,debt_consolidation,unemployed,0
106302.79,58,3056.84,9.7,667.0,15947.88,11,3,84,14.32,OWN,home_improvement,salaried,0
133579.77,30,13364.99,4.9,615.0,30441.97,14,0,24,18.09,RENT,debt_consolidation,salaried,0
58502.08,53,1354.73,3.3,657.0,0.0,15,1,24,22.15,RENT,major_purchase,salaried,0
92148.8,25,4311.36,1.5,601.0,13404.58,8,1,60,18.85,OTHER,small_business,salaried,0
108824.41,64,19519.05,11.4,672.0,11533.84,9,1,12,16.16,MORTGAGE,home_improvement,salaried,0
60465.44,26,500.0,5.2,747.0,9912.87,16,0,60,18.24,OWN,medical,salaried,0
18624.11,59,21083.99,6.8,632.0,9036.37,17,1,36,22.97,RENT,debt_consolidation,unemployed,1
106411.54,39,845.89,4.6,631.0,11518.56,9,0,48,24.65,RENT,home_improvement,salaried,0
22851.35,68,18031.53,8.0,725.0,7523.41,19,0,60,8.31,RENT,major_purchase,salaried,0
49835.27,22,21767.28,8.9,720.0,897.42,2,1,48,20.8,MORTGAGE,debt_consolidation,unemployed,0
51005.02,35,23837.92,8.4,577.0,24149.28,18,0,60,24.03,MORTGAGE,small_business,salaried,0
69835.45,23,24926.15,8.8,564.0,36605.33,15,2,84,19.97,RENT,other,self_employed,1
42725.54,35,17808.99,1.0,603.0,23965.82,18,0,48,19.47,OWN,home_improvement,salaried,0
76766.35,60,14711.45,2.4,598.0,16768.19,3,0,24,10.05,OWN,credit_card,retired,0
69281.83,29,21225.1,1.3,813.0,17956.04,3,0,84,12.42,RENT,credit_card,salaried,0
55537.08,40,500.0,0.7,675.0,29164.69,13,0,12,27.22,RENT,home_improvement,self_employed,0
37665.26,21,6777.69,4.9,679.0,40914.54,0,0,36,22.61,OWN,medical,salaried,1
29945.91,30,6941.42,6.6,676.0,0.0,19,1,24,11.01,MORTGAGE,credit_card,salaried,0
78977.79,63,37808.97,4.7,596.0,0.0,6,0,24,6.25,MORTGAGE,debt_consolidation,salaried,0
27537.87,59,18967.25,8.9,588.0,23219.63,19,0,24,11.3,MORTGAGE,home_improvement,salaried,1
64401.33,63,21546.27,16.6,684.0,0.0,17,0,24,19.61,OTHER,medical,self_employed,0
100573.76,63,21221.84,1.6,665.0,3260.12,7,1,48,18.7,OWN,credit_card,retired,0
67369.01,50,500.0,8.7,615.0,0.0,2,0,12,6.17,RENT,debt_consolidation,salaried,0
89456.42,23,500.0,2.0,565.0,17746.54,15,0,36,29.48,OTHER,credit_card,salaried,0
58784.15,52,500.0,9.5,684.0,37380.79,13,0,84,14.99,RENT,credit_card,self_employed,0
56892.74,29,500.0,4.3,659.0,23123.8,1,0,84,10.84,MORTGAGE,home_improvement,retired,0
72950.71,47,500.0,5.9,612.0,13521.7,8,0,12,16.68,MORTGAGE,major_purchase,unemployed,0
55103.07,50,6098.76,0.3,721.0,25134.95,3,1,84,16.41,RENT,major_purchase,salaried,0
84896.23,48,15810.63,1.3,670.0,15487.35,17,0,84,23.86,RENT,credit_card,self_employed,0
81438.32,37,28335.56,6.9,791.0,17873.68,13,0,36,16.84,MORTGAGE,debt_consolidation,salaried,0
48377.97,28,8670.66,5.2,703.0,32857.02,11,0,36,19.39,RENT,home_improvement,self_employed,1
87272.91,47,34097.63,1.2,733.0,32385.64,14,0,60,10.08,RENT,home_improvement,salaried,0
35761.72,56,1403.08,1.7,806.0,28391.38,9,0,36,9.98,OWN,credit_card,salaried,0
95448.0,39,10696.57,22.6,634.0,11299.51,12,0,12,11.98,RENT,major_purchase,retired,0
119349.72,27,24244.91,1.6,595.0,12888.48,5,0,12,24.18,MORTGAGE,debt_consolidation,salaried,0
58488.56,26,45122.18,9.5,716.0,10948.97,9,0,24,17.92,MORTGAGE,small_business,self_employed,0
74201.1,42,9922.06,1.9,622.0,0.0,0,0,48,28.41,MORTGAGE,credit_card,salaried,0
46181.08,45,500.0,1.8,683.0,6989.88,7,0,12,3.0,RENT,car,retired,0
23144.24,61,50363.62,6.0,714.0,23827.48,7,0,60,13.69,MORTGAGE,other,salaried,1
122870.52,36,15393.35,2.9,610.0,14428.27,9,0,24,14.55,RENT,other,salaried,0
88368.33,43,26396.96,2.5,738.0,9870.97,18,0,36,13.8,OTHER,medical,self_employed,0
78743.36,67,30664.21,4.7,741.0,12303.15,14,1,84,10.8,RENT,car,self_employed,0
85747.76,29,12088.95,9.5,733.0,6834.2,18,1,60,3.62,RENT,debt_consolidation,salaried,0
88431.47,31,21431.61,6.8,559.0,34484.77,1,0,60,25.01,MORTGAGE,debt_consolidation,salaried,1
54487.54,54,42450.07,2.8,663.0,14906.89,10,0,24,18.16,MORTGAGE,medical,salaried,0
68746.87,37,9951.73,5.6,635.0,6485.3,18,1,12,15.4,MORTGAGE,car,salaried,1
103467.57,35,29412.34,9.4,616.0,14266.93,3,0,84,22.17,RENT,car,self_employed,0
89125.51,48,13110.75,7.6,735.0,29276.5,17,0,12,9.62,MORTGAGE,debt_consolidation,salaried,0
55067.48,24,24865.17,9.3,612.0,23431.66,0,2,60,22.44,MORTGAGE,debt_consolidation,salaried,0
39873.29,48,23052.93,1.9,643.0,2482.07,2,0,36,21.8,RENT,debt_consolidation,salaried,0
100006.22,67,32467.62,0.6,525.0,21255.63,6,0,48,19.86,OWN,medical,salaried,1
77762.45,58,16486.75,9.2,736.0,47420.4,13,3,12,11.16,OWN,debt_consolidation,salaried,0
115288.24,60,3983.62,13.6,693.0,18235.0,19,0,12,15.34,MORTGAGE,debt_consolidation,salaried,0
81639.83,50,18713.34,3.0,681.0,0.0,9,1,12,14.01,RENT,credit_card,salaried,0
54105.65,33,15011.99,6.8,663.0,9166.51,5,0,12,11.27,RENT,debt_consolidation,retired,0
106024.04,30,53321.41,7.8,706.0,0.0,11,0,24,7.9,MORTGAGE,home_improvement,salaried,0
112713.97,50,9613.01,3.8,809.0,14973.48,5,0,12,10.8,MORTGAGE,credit_card,salaried,0
70194.59,69,18675.98,0.9,839.0,12376.06,15,0,84,10.89,OWN,car,salaried,0
100841.46,47,500.0,15.2,618.0,20040.93,15,1,48,21.73,OWN,credit_card,self_employed,0
,52,33813.66,2.0,623.0,1640.11,7,0,12,14.79,RENT,home_improvement,salaried,0
103780.09,27,500.0,4.4,721.0,1881.52,10,0,36,4.45,RENT,debt_consolidation,salaried,0
49416.08,42,16182.39,5.1,672.0,17117.34,11,1,24,10.33,MORTGAGE,debt_consolidation,salaried,0
35499.28,46,3473.01,1.7,780.0,13971.21,4,0,36,16.24,OWN,major_purchase,salaried,0
46787.71,30,14289.0,5.7,639.0,91.69,14,0,36,18.91,RENT,credit_card,self_employed,0
82582.54,59,33118.2,9.8,685.0,3367.3,12,1,48,17.43,RENT,debt_consolidation,salaried,0
16308.19,51,6405.48,5.5,642.0,2148.95,4,0,36,28.36,RENT,credit_card,salaried,0
108378.2,62,40502.45,5.2,538.0,22304.41,3,0,24,24.49,RENT,home_improvement,salaried,0
44596.25,57,24611.3,4.9,734.0,16702.17,11,1,48,21.57,OWN,credit_card,salaried,0
136704.08,62,5623.33,10.4,722.0,0.0,0,0,12,6.51,OTHER,credit_card,salaried,0
19886.17,36,17267.77,2.8,665.0,0.0,2,0,24,16.87,OWN,car,salaried,0
58114.51,43,24290.39,6.0,631.0,30898.57,18,0,60,23.59,OWN,credit_card,salaried,0
73897.12,24,32836.54,8.1,809.0,11550.93,7,0,48,5.65,RENT,credit_card,salaried,0
47107.6,43,10932.71,5.2,637.0,14677.95,2,0,36,6.45,OWN,debt_consolidation,salaried,0
55823.03,48,39987.04,8.1,683.0,10906.59,11,0,12,15.32,RENT,debt_consolidation,salaried,0
42112.17,63,14947.52,9.6,612.0,20927.13,14,0,60,20.2,MORTGAGE,credit_card,self_employed,0
91237.28,37,20817.31,4.7,610.0,15094.73,7,0,36,10.56,RENT,debt_consolidation,salaried,0
86705.87,52,36379.69,4.5,763.0,6306.66,2,1,24,13.31,MORTGAGE,debt_consolidation,salaried,0
,49,12474.46,7.4,710.0,0.0,10,1,12,22.04,OWN,credit_card,salaried,0
12000.0,32,5762.02,2.3,668.0,44432.89,10,0,24,22.65,OTHER,credit_card,salaried,1
130800.3,48,30309.68,6.2,573.0,24823.5,8,1,48,19.7,MORTGAGE,credit_card,salaried,0
30806.68,49,500.0,4.2,631.0,32119.32,0,0,36,28.4,OWN,medical,self_employed,0
84672.65,24,4230.57,4.5,547.0,19899.75,4,0,84,26.84,RENT,major_purchase,retired,0
,66,28222.87,2.7,686.0,21382.95,14,0,48,13.06,RENT,debt_consolidation,salaried,1
58058.92,41,22198.37,8.0,,16368.36,11,2,60,6.29,MORTGAGE,small_business,salaried,0
86613.14,22,33239.03,1.0,581.0,7727.51,18,1,84,18.37,MORTGAGE,debt_consolidation,salaried,0
72042.83,44,12004.05,15.7,484.0,0.0,6,0,12,29.57,OWN,debt_consolidation,salaried,0
55963.33,67,10203.95,7.1,765.0,24533.31,7,2,48,19.95,RENT,credit_card,salaried,1
13703.45,56,500.0,10.9,719.0,10662.33,10,1,24,12.68,MORTGAGE,home_improvement,retired,0
70184.25,26,18588.94,1.5,674.0,11251.21,9,0,84,15.6,OTHER,debt_consolidation,salaried,0
112711.71,39,33232.71,7.5,785.0,33527.94,8,0,12,15.05,RENT,credit_card,self_employed,0
55621.83,54,24437.93,2.1,655.0,11489.49,8,1,24,18.36,RENT,home_improvement,unemployed,0
54620.09,47,29881.57,2.9,794.0,3028.48,12,0,12,16.87,OWN,debt_consolidation,salaried,0
51737.3,42,25845.24,10.5,645.0,10815.27,12,0,48,10.31,OTHER,debt_consolidation,salaried,0
76676.31,42,37088.46,12.7,582.0,17872.44,9,0,60,18.41,RENT,credit_card,self_employed,1
44893.37,21,37143.24,2.5,595.0,28338.63,3,0,60,23.72,MORTGAGE,debt_consolidation,salaried,1
93036.78,38,4028.47,6.0,524.0,12614.14,16,0,48,23.97,RENT,home_improvement,salaried,0
119901.47,36,18362.43,3.1,578.0,13656.5,19,3,84,14.94,MORTGAGE,home_improvement,salaried,0
83013.33,31,8013.06,8.3,612.0,0.0,7,0,48,32.78,MORTGAGE,small_business,salaried,0
39388.09,58,11129.76,10.9,833.0,9538.05,7,1,36,6.08,RENT,debt_consolidation,self_employed,0
104651.59,35,7013.14,11.0,590.0,16338.6,10,1,48,20.61,MORTGAGE,small_business,salaried,0
53014.04,63,500.0,5.7,707.0,12739.33,18,0,36,13.66,MORTGAGE,home_improvement,retired,0
70676.53,23,23182.6,4.3,689.0,6591.25,14,0,36,21.65,OWN,car,salaried,0
93029.07,52,39226.69,5.3,782.0,28.44,9,1,12,16.73,RENT,debt_consolidation,salaried,0
49366.96,42,33715.97,3.9,670.0,17090.38,19,0,84,18.85,RENT,home_improvement,self_employed,0
83607.89,44,27979.21,7.8,703.0,14575.29,8,0,60,10.63,MORTGAGE,medical,salaried,0
67256.09,65,13967.62,2.2,760.0,13092.85,15,0,84,10.33,MORTGAGE,other,salaried,0
18125.51,23,3575.51,4.9,527.0,10423.5,8,0,36,13.5,MORTGAGE,debt_consolidation,salaried,1
81456.23,63,500.0,6.9,579.0,20334.47,8,0,12,16.77,MORTGAGE,major_purchase,salaried,0
12000.0,23,26980.2,12.5,656.0,20168.37,11,0,60,17.83,OWN,debt_consolidation,retired,1
127456.38,21,28168.48,14.6,628.0,27856.04,18,0,36,14.09,MORTGAGE,credit_card,self_employed,0
107774.79,33,15006.42,0.1,807.0,15216.87,17,0,84,11.62,OTHER,debt_consolidation,unemployed,0
71599.6,22,4070.29,12.5,674.0,28211.15,7,0,12,17.42,OWN,debt_consolidation,self_employed,0
57894.11,21,27767.15,3.3,696.0,4007.22,11,0,48,23.27,MORTGAGE,debt_consolidation,salaried,0
30539.95,50,4956.75,4.4,658.0,5290.85,5,1,84,25.92,RENT,small_business,salaried,0
46210.22,60,5087.43,6.3,666.0,16293.24,0,1,60,18.52,OWN,small_business,unemployed,0
73727.66,32,5140.05,6.0,769.0,27240.42,2,0,48,15.72,MORTGAGE,major_purchase,salaried,0
12000.0,36,5111.29,2.0,741.0,3511.27,14,0,60,11.08,OWN,other,salaried,0
42341.86,48,10450.81,8.0,770.0,3239.83,4,1,48,18.77,OWN,major_purchase,unemployed,0
72313.0,25,32599.04,1.5,619.0,0.0,7,1,48,13.1,MORTGAGE,medical,self_employed,0
,58,500.0,5.9,639.0,9875.11,2,0,36,23.43,OWN,major_purchase,self_employed,1
12000.0,42,47634.74,4.6,684.0,26755.69,17,1,48,10.78,OWN,other,retired,1
87291.32,26,38516.26,3.2,792.0,0.0,15,0,84,24.73,OTHER,credit_card,salaried,0
49691.16,24,500.0,7.9,549.0,15252.82,0,0,60,23.48,RENT,debt_consolidation,salaried,0
57705.79,32,31231.37,0.8,827.0,12264.02,17,0,24,17.82,RENT,debt_consolidation,unemployed,0
109127.73,29,50430.19,24.5,720.0,0.0,16,1,36,10.64,MORTGAGE,small_business,salaried,0
96468.05,46,22899.36,8.8,657.0,22093.62,4,0,60,15.08,RENT,major_purchase,salaried,0
24177.05,36,23874.91,16.5,747.0,15905.06,9,0,84,17.91,MORTGAGE,debt_consolidation,self_employed,0
110991.73,47,19433.12,2.4,554.0,18265.07,3,0,84,22.72,OWN,small_business,salaried,0
68031.55,61,17872.03,6.7,636.0,14146.67,10,1,24,16.06,RENT,home_improvement,self_employed,0
64697.03,66,11880.96,4.4,745.0,13644.61,7,0,84,15.44,RENT,credit_card,salaried,0
85285.81,63,500.0,6.0,743.0,0.0,8,0,84,17.32,RENT,credit_card,salaried,0
93699.42,67,40182.14,3.0,592.0,27599.3,9,1,48,20.86,OTHER,small_business,salaried,1
101542.01,31,22500.44,5.4,706.0,0.0,13,0,36,19.64,RENT,debt_consolidation,self_employed,0
129166.07,40,13960.44,4.0,669.0,12687.82,17,1,24,22.93,MORTGAGE,small_business,salaried,0
50747.74,34,29117.83,11.2,731.0,8186.7,7,0,36,27.43,MORTGAGE,debt_consolidation,salaried,0
94135.05,50,5331.7,3.8,631.0,3663.42,10,1,60,20.09,RENT,medical,salaried,0
,66,24896.7,5.2,646.0,20693.97,19,1,36,19.29,OWN,credit_card,self_employed,0
24434.78,37,40511.53,4.4,608.0,18813.0,3,2,48,15.09,OTHER,debt_consolidation,unemployed,1
41514.33,50,28064.36,8.5,700.0,31210.57,2,0,12,19.54,MORTGAGE,debt_consolidation,salaried,0
128828.78,49,14676.57,1.3,591.0,18431.64,18,0,84,24.4,RENT,major_purchase,salaried,0
113404.06,39,23245.77,6.7,768.0,14544.6,5,1,12,10.99,OWN,debt_consolidation,salaried,0
59883.53,56,47063.85,5.9,683.0,11451.4,11,0,24,22.03,MORTGAGE,car,salaried,0
48523.86,32,32804.17,1.0,635.0,15215.18,17,0,12,14.84,MORTGAGE,credit_card,salaried,0
42976.59,34,5673.89,6.1,749.0,15612.04,13,1,48,5.19,MORTGAGE,credit_card,self_employed,0
54296.29,40,37024.5,2.8,,0.0,12,0,24,24.07,OWN,major_purchase,salaried,0
36306.93,39,26222.04,5.9,638.0,40751.8,10,1,60,16.02,RENT,debt_consolidation,salaried,0
89516.46,63,500.0,4.7,552.0,16341.37,5,0,12,26.9,OWN,debt_consolidation,retired,0
24584.23,24,26414.14,2.2,750.0,8533.91,5,1,24,21.03,MORTGAGE,credit_card,salaried,0
40796.31,58,20098.77,10.0,729.0,13401.07,6,2,24,18.0,RENT,debt_consolidation,self_employed,0
74608.05,33,8835.02,1.2,747.0,21784.51,19,0,24,19.09,RENT,major_purchase,salaried,0
65052.32,57,32665.6,8.8,569.0,15457.63,19,1,60,12.82,RENT,medical,salaried,0
103573.22,54,6218.2,0.2,490.0,26061.9,2,0,48,15.81,RENT,medical,salaried,0
59312.36,42,40427.33,7.9,777.0,23851.17,2,0,84,3.53,MORTGAGE,credit_card,salaried,0
94848.04,42,500.0,7.3,665.0,23537.09,10,0,36,26.81,MORTGAGE,home_improvement,salaried,0
12000.0,43,500.0,10.1,681.0,14210.99,6,0,24,10.18,RENT,home_improvement,salaried,0
65867.82,21,39519.3,1.5,740.0,22488.43,8,0,60,16.69,OTHER,credit_card,salaried,0
61998.63,55,500.0,2.7,635.0,18242.33,6,0,48,13.14,OWN,debt_consolidation,salaried,0
106154.75,46,39483.59,10.2,838.0,16142.76,8,1,48,16.35,OTHER,small_business,salaried,0
12000.0,64,30776.18,2.8,659.0,8542.73,7,0,48,25.96,OWN,debt_consolidation,salaried,1
55098.67,46,46391.32,4.1,589.0,24417.53,12,1,12,23.46,MORTGAGE,medical,salaried,0
